date,price
2022-07-21,93563.7255146915
2022-07-22,93649.05181327916
2022-07-23,93734.13550490564
2022-07-24,93843.53595544024
2022-07-25,93954.9515060065
2022-07-26,94055.19923303598
2022-07-27,94132.62178079634
2022-07-28,94218.86627003898
2022-07-29,94317.48284410565
2022-07-30,94402.38142523858
2022-07-31,94513.26203321999
2022-08-01,94607.96897209418
2022-08-02,94698.15769826467
2022-08-03,94801.59426148434
2022-08-04,94899.06486788625
2022-08-05,94998.92168626368
2022-08-06,95092.67042364045
2022-08-07,95203.96392848926
2022-08-08,95285.6553305425
2022-08-09,95378.16725712839
2022-08-10,95471.82613964194
2022-08-11,95571.3398689708
2022-08-12,95684.07984098965
2022-08-13,95795.30735066714
2022-08-14,95917.0405695599
2022-08-15,96025.10387795551
2022-08-16,96114.27067508611
2022-08-17,96200.51590975569
2022-08-18,96306.07391848578
2022-08-19,96420.69001475027
2022-08-20,96517.13881268431
2022-08-21,96611.85197955393
2022-08-22,96702.20657742658
2022-08-23,96790.92463999755
2022-08-24,96885.4983658871
2022-08-25,96974.63275437815
2022-08-26,97071.35665470736
2022-08-27,97168.98973043002
2022-08-28,97268.78058391654
2022-08-29,97360.449462139
2022-08-30,97468.20045463796
2022-08-31,97568.59380410129
2022-09-01,97676.48187139725
2022-09-02,97762.46668686552
2022-09-03,97871.85922952309
2022-09-04,97961.20179036696
2022-09-05,98051.88882685216
2022-09-06,98151.61738277912
2022-09-07,98256.88939647777
2022-09-08,98356.97582260039
2022-09-09,98462.35170318639
2022-09-10,98570.20028512899
2022-09-11,98661.20545597911
2022-09-12,98778.16255148087
2022-09-13,98895.9325128937
2022-09-14,98997.24783138513
2022-09-15,99100.08330073729
2022-09-16,99209.51015926819
2022-09-17,99300.7146440098
2022-09-18,99409.25569805174
2022-09-19,99514.86419699567
2022-09-20,99608.86066944686
2022-09-21,99710.35026136441
2022-09-22,99811.27993447568
2022-09-23,99906.88757036386
2022-09-24,100007.84573618065
2022-09-25,100106.61084333927
2022-09-26,100205.64370709732
2022-09-27,100316.93428905352
2022-09-28,100410.09723668947
2022-09-29,100521.08892251409
2022-09-30,100613.01034806031
2022-10-01,100697.16634336491
2022-10-02,100778.73457734744
2022-10-03,100872.89578902941
2022-10-04,100977.22744263324
2022-10-05,101080.70066049742
2022-10-06,101184.57757220417
2022-10-07,101291.06339580666
2022-10-08,101400.82420281676
2022-10-09,101490.65507454485
2022-10-10,101588.45433495175
2022-10-11,101690.13269564588
2022-10-12,101793.77950176889
2022-10-13,101896.53970926681
2022-10-14,101999.09582622975
2022-10-15,102114.41100738238
2022-10-16,102220.25825793565
2022-10-17,102318.17047614335
2022-10-18,102415.613421834
2022-10-19,102524.62181224381
2022-10-20,102624.47874550843
2022-10-21,102743.59438053786
2022-10-22,102844.15223338096
2022-10-23,102940.507492973
2022-10-24,103040.62894390119
2022-10-25,103152.84147371016
2022-10-26,103264.88558429095
2022-10-27,103366.23592213013
2022-10-28,103471.88395570559
2022-10-29,103572.7423028592
2022-10-30,103669.25302171672
2022-10-31,103773.08880003283
2022-11-01,103882.56944650253
2022-11-02,103997.97765222593
2022-11-03,104098.39191004878
2022-11-04,104202.50442913674
2022-11-05,104291.78896728731
2022-11-06,104414.59336533536
2022-11-07,104513.54393371014
2022-11-08,104602.21231632069
2022-11-09,104688.96512190743
2022-11-10,104796.25957376424
2022-11-11,104923.55671538813
2022-11-12,105035.29100995479
2022-11-13,105138.9580174979
2022-11-14,105235.83073629712
2022-11-15,105338.23863462557
2022-11-16,105414.27262397669
2022-11-17,105513.11098850967
2022-11-18,105608.55665113803
2022-11-19,105697.5250181497
2022-11-20,105812.66399521838
2022-11-21,105906.1711232547
2022-11-22,105998.26075686529
2022-11-23,106089.91893388855
2022-11-24,106193.75978059779
2022-11-25,106292.36887802873
2022-11-26,106395.39794676274
2022-11-27,106507.43749206692
2022-11-28,106615.14014325333
2022-11-29,106733.71360619877
2022-11-30,106832.4378622205
2022-12-01,106941.38904964768
2022-12-02,107054.22549629073
2022-12-03,107149.33729184915
2022-12-04,107246.52967437492
2022-12-05,107349.92430230865
2022-12-06,107436.08718491934
2022-12-07,107522.50836270228
2022-12-08,107629.83734098928
2022-12-09,107736.84502766102
2022-12-10,107827.38097093144
2022-12-11,107926.32026968639
2022-12-12,108020.80150381879
2022-12-13,108111.62210841739
2022-12-14,108208.81680748636
2022-12-15,108306.9147122411
2022-12-16,108412.00929400942
2022-12-17,108513.66333507637
2022-12-18,108615.16290261448
2022-12-19,108719.70017146032
2022-12-20,108832.77298142381
2022-12-21,108941.64553205676
2022-12-22,109044.73048888147
2022-12-23,109148.99540101578
2022-12-24,109245.43089632803
2022-12-25,109323.25306867548
2022-12-26,109437.09069105785
2022-12-27,109541.45794437366
2022-12-28,109647.56105813314
2022-12-29,109740.42126770361
2022-12-30,109842.9589641529
2022-12-31,109940.34422068001
2023-01-01,110046.32672624328
2023-01-02,110163.58635295779
2023-01-03,110273.46386314013
2023-01-04,110371.17846961018
2023-01-05,110455.41898423675
2023-01-06,110547.60085314745
2023-01-07,110641.43966983896
2023-01-08,110749.23057748252
2023-01-09,110860.23636384048
2023-01-10,110950.41000390203
2023-01-11,111054.33396545454
2023-01-12,111166.4048100693
2023-01-13,111272.29731849255
2023-01-14,111362.35995079656
2023-01-15,111474.14105541128
2023-01-16,111583.69492634019
2023-01-17,111694.74532613983
2023-01-18,111791.70942332904
2023-01-19,111900.43226962707
2023-01-20,112004.63285279187
2023-01-21,112116.84759657129
2023-01-22,112210.6201680217
2023-01-23,112322.0687953171
2023-01-24,112419.35516599833
2023-01-25,112531.50237806894
2023-01-26,112637.49572177259
2023-01-27,112726.14974555453
2023-01-28,112825.25022655023
2023-01-29,112917.15186008393
2023-01-30,113021.91806858165
2023-01-31,113112.62066804458
2023-02-01,113212.66820191257
2023-02-02,113308.14947512932
2023-02-03,113410.90341639929
2023-02-04,113520.23928239159
2023-02-05,113633.3251771057
2023-02-06,113727.88792626811
2023-02-07,113821.70596596706
2023-02-08,113911.9868139836
2023-02-09,113997.51912605931
2023-02-10,114075.68588702279
2023-02-11,114188.50111671373
2023-02-12,114293.52116229458
2023-02-13,114390.37378814665
2023-02-14,114481.47157155785
2023-02-15,114569.41059740787
2023-02-16,114662.97463176984
2023-02-17,114769.8068193393
2023-02-18,114887.4813378946
2023-02-19,114992.19041972427
2023-02-20,115090.24348422608
2023-02-21,115179.63395519441
2023-02-22,115275.48467589993
2023-02-23,115366.47056985795
2023-02-24,115488.4306485798
2023-02-25,115577.72748778263
2023-02-26,115677.66663792782
2023-02-27,115793.89220133371
2023-02-28,115880.98847002818
2023-03-01,115983.29627117448
2023-03-02,116083.85956284843
2023-03-03,116184.57706009067
2023-03-04,116282.21740817356
2023-03-05,116387.83133506293
2023-03-06,116504.14723054416
2023-03-07,116607.11079912636
2023-03-08,116714.1727691488
2023-03-09,116793.25875592553
2023-03-10,116870.08459142188
2023-03-11,116964.9876628041
2023-03-12,117059.54714593582
2023-03-13,117166.83835988464
2023-03-14,117270.46431685334
2023-03-15,117360.6700153276
2023-03-16,117453.41631430824
2023-03-17,117546.57524613803
2023-03-18,117642.89618906831
2023-03-19,117743.69880095789
2023-03-20,117833.20574806031
2023-03-21,117928.42583952178
2023-03-22,118041.56635924487
2023-03-23,118153.74586634294
2023-03-24,118259.9096256994
2023-03-25,118365.32873278414
2023-03-26,118475.0520168173
2023-03-27,118589.14912773829
2023-03-28,118686.74782493895
2023-03-29,118790.33468607646
2023-03-30,118892.77474578969
2023-03-31,118988.20558601977
2023-04-01,119109.56381534369
2023-04-02,119217.35153799602
2023-04-03,119329.34132400925
2023-04-04,119417.7574828863
2023-04-05,119532.7071827724
2023-04-06,119625.18706338879
2023-04-07,119742.142287819
2023-04-08,119827.01338488328
2023-04-09,119915.08235227011
2023-04-10,119998.11550088017
2023-04-11,120097.95217435579
2023-04-12,120210.33599161464
2023-04-13,120337.68006190777
2023-04-14,120441.49051538654
2023-04-15,120540.33484939145
2023-04-16,120650.86114352442
2023-04-17,120752.2309096
2023-04-18,120864.57802661326
2023-04-19,120976.84321618226
2023-04-20,121079.80082637994
2023-04-21,121202.39800662079
2023-04-22,121307.78900363091
2023-04-23,121405.65734562659
2023-04-24,121514.41447036272
2023-04-25,121623.74813226628
2023-04-26,121715.73004295625
2023-04-27,121810.8465563003
2023-04-28,121923.77191848255
2023-04-29,122022.76800224702
2023-04-30,122127.34536788118
2023-05-01,122229.77979743938
2023-05-02,122321.58877484406
2023-05-03,122411.68753086947
2023-05-04,122504.83732050937
2023-05-05,122601.02327032703
2023-05-06,122701.26695009673
2023-05-07,122791.01027054405
2023-05-08,122886.68817945896
2023-05-09,122971.89094797154
2023-05-10,123086.18061813821
2023-05-11,123198.01559564643
2023-05-12,123306.45901715769
2023-05-13,123415.03568495749
2023-05-14,123527.36586153724
2023-05-15,123618.70949382959
2023-05-16,123736.27413992432
2023-05-17,123829.80360487095
2023-05-18,123925.5328587581
2023-05-19,124024.44764129927
2023-05-20,124120.56802206908
2023-05-21,124212.16833621875
2023-05-22,124311.03208028598
2023-05-23,124419.040933087
2023-05-24,124509.34385812675
2023-05-25,124600.4174954832
2023-05-26,124711.29845588443
2023-05-27,124818.83264915574
2023-05-28,124918.60173846222
2023-05-29,125035.89640132876
2023-05-30,125137.93218228355
2023-05-31,125218.29560763368
2023-06-01,125304.34250050239
2023-06-02,125410.74202188726
2023-06-03,125514.35115873729
2023-06-04,125620.50465808129
2023-06-05,125715.07203479839
2023-06-06,125823.05865238386
2023-06-07,125914.66059613423
2023-06-08,126016.47511361775
2023-06-09,126114.94927214425
2023-06-10,126217.37672662057
2023-06-11,126323.16689015586
2023-06-12,126427.90645512835
2023-06-13,126502.45680479326
2023-06-14,126601.68823336657
2023-06-15,126691.1581514469
2023-06-16,126798.45165447207
2023-06-17,126895.43517436697
2023-06-18,126998.88284886564
2023-06-19,127096.64452581856
2023-06-20,127196.03410670414
2023-06-21,127276.99697778159
2023-06-22,127383.61121829055
2023-06-23,127490.34765239616
2023-06-24,127598.45664809739
2023-06-25,127678.30660202446
2023-06-26,127755.25843560112
2023-06-27,127846.96521313878
2023-06-28,127960.64935227165
2023-06-29,128053.44989615648
2023-06-30,128161.2174599038
2023-07-01,128248.96051270264
2023-07-02,128343.57553383832
2023-07-03,128447.55532944849
2023-07-04,128561.86471194528
2023-07-05,128663.21783616512
2023-07-06,128763.9267448662
2023-07-07,128858.86253830453
2023-07-08,128977.48049399676
2023-07-09,129079.93833300643
2023-07-10,129167.34982101325
2023-07-11,129261.79548887389
2023-07-12,129373.61895399753
2023-07-13,129459.79309515408
2023-07-14,129558.32917505132
2023-07-15,129665.20146063555
2023-07-16,129770.01644036404
2023-07-17,129869.92460779253
2023-07-18,129956.48413877828
2023-07-19,130046.00369898202
2023-07-20,130167.10554043418
2023-07-21,130272.19130768768
2023-07-22,130362.35351686963
2023-07-23,130471.40088236601
2023-07-24,130594.18750800741
2023-07-25,130684.24817669699
2023-07-26,130786.28670326852
2023-07-27,130897.34051223051
2023-07-28,130998.87241914189
2023-07-29,131094.8756148539
2023-07-30,131204.1558810133
2023-07-31,131317.76912970742
2023-08-01,131423.1517115179
2023-08-02,131524.98308820277
2023-08-03,131635.7782592697
2023-08-04,131728.23208523347
2023-08-05,131830.52966565912
2023-08-06,131930.97501096915
2023-08-07,132033.2891972051
2023-08-08,132135.3392852219
2023-08-09,132228.8612444863
2023-08-10,132312.8883196395
2023-08-11,132415.67629691487
2023-08-12,132522.35684320392
2023-08-13,132631.4553262364
2023-08-14,132717.2811035325
2023-08-15,132821.4196549719
2023-08-16,132927.07789942948
2023-08-17,133019.55923901882
2023-08-18,133122.12122276242
2023-08-19,133221.79477485633
2023-08-20,133316.36523636535
2023-08-21,133424.82781135727
2023-08-22,133512.22669597785
2023-08-23,133618.06193021557
2023-08-24,133718.09090972116
2023-08-25,133811.694522497
2023-08-26,133928.69834141294
2023-08-27,134027.8498058198
2023-08-28,134148.07281093727
2023-08-29,134252.83493124926
2023-08-30,134351.81146543883
2023-08-31,134433.8530448674
2023-09-01,134557.813542588
2023-09-02,134658.68122061656
2023-09-03,134757.9712969742
2023-09-04,134863.48588800454
2023-09-05,134965.31996353212
2023-09-06,135043.43117471028
2023-09-07,135135.65212065223
2023-09-08,135225.96887315897
2023-09-09,135330.823583478
2023-09-10,135420.80570298265
2023-09-11,135529.7313546207
2023-09-12,135635.2747552331
2023-09-13,135730.9830075378
2023-09-14,135854.25521362099
2023-09-15,135962.89685483297
2023-09-16,136072.7758168319
2023-09-17,136167.55486261658
2023-09-18,136282.09145182135
2023-09-19,136391.87275750138
2023-09-20,136492.7400778508
2023-09-21,136589.78550225907
2023-09-22,136694.36863780426
2023-09-23,136779.8415373326
2023-09-24,136874.91837453513
2023-09-25,136961.01765100213
2023-09-26,137065.5768666451
2023-09-27,137166.58279451236
2023-09-28,137268.79904945055
2023-09-29,137374.84882856935
2023-09-30,137474.81383517705
2023-10-01,137579.47448879798
2023-10-02,137682.27330381682
2023-10-03,137784.61603583742
2023-10-04,137893.06798571776
2023-10-05,138010.43093270052
2023-10-06,138091.95131806633
2023-10-07,138190.70737633028
2023-10-08,138288.82377529496
2023-10-09,138377.19672242997
2023-10-10,138461.45058692552
2023-10-11,138554.70605128672
2023-10-12,138656.89057687364
2023-10-13,138748.7083998923
2023-10-14,138868.2175970789
2023-10-15,138950.31233210553
2023-10-16,139052.95712118663
2023-10-17,139158.92509966705
2023-10-18,139257.91227133738
2023-10-19,139343.22942125465
2023-10-20,139444.71807015935
2023-10-21,139545.29637773952
2023-10-22,139677.94643880535
2023-10-23,139770.560333651
2023-10-24,139873.1921377649
2023-10-25,139974.42526709544
2023-10-26,140064.9672517723
2023-10-27,140176.59634725403
2023-10-28,140269.58931459996
2023-10-29,140381.15038071765
2023-10-30,140463.29664686852
2023-10-31,140560.9242541838
2023-11-01,140669.23714292428
2023-11-02,140757.14024371005
2023-11-03,140836.57052156547
2023-11-04,140921.49263367715
2023-11-05,141025.24565530889
2023-11-06,141125.55386326005
2023-11-07,141244.68206993767
2023-11-08,141340.28200695745
2023-11-09,141434.22580976548
2023-11-10,141543.56665487797
2023-11-11,141658.29616147227
2023-11-12,141771.990290756
2023-11-13,141888.39121355518
2023-11-14,141999.10550223416
2023-11-15,142102.0524541428
2023-11-16,142194.75089870454
2023-11-17,142302.31257277407
2023-11-18,142394.11903791735
2023-11-19,142496.17729136368
2023-11-20,142582.61754861157
2023-11-21,142680.72510962497
2023-11-22,142773.25016503388
2023-11-23,142879.18578711606
2023-11-24,142972.49933966168
2023-11-25,143071.58812843732
2023-11-26,143157.24035602008
2023-11-27,143250.51621547595
2023-11-28,143365.0683538709
2023-11-29,143456.8604319579
2023-11-30,143562.09602233878
2023-12-01,143648.61488622217
2023-12-02,143749.3757700691
2023-12-03,143862.00862489434
2023-12-04,143964.3146843759
2023-12-05,144071.4721854361
2023-12-06,144166.12673951485
2023-12-07,144271.33037014503
2023-12-08,144375.88951403068
2023-12-09,144478.2055487073
2023-12-10,144586.5212494587
2023-12-11,144665.84801694425
2023-12-12,144775.76868192138
2023-12-13,144885.80737860163
2023-12-14,144980.10293049476
2023-12-15,145066.53275537968
2023-12-16,145161.611719289
2023-12-17,145258.89560821917
2023-12-18,145357.13944222732
2023-12-19,145454.68680018277
2023-12-20,145578.13886387995
2023-12-21,145677.22885886833
2023-12-22,145768.72660898167
2023-12-23,145875.66076294341
2023-12-24,145958.62549316278
2023-12-25,146054.8317795487
2023-12-26,146151.8607606755
2023-12-27,146253.69438963314
2023-12-28,146371.96297841333
2023-12-29,146445.009521267
2023-12-30,146544.42559114852
2023-12-31,146626.05222723266
